"","Binomial","order","family","genus","species","Mean_brain_mass_g","Mean_body_mass_g","Brain.resid","T_resid"
"1207","Gerbillus_gleadowi","Rodentia","Muridae","Gerbillus","gleadowi",0.69,26.1,0.03633516,-0.008349589
"1208","Microtus_montanus","Rodentia","Cricetidae","Microtus","montanus",0.69,39.7,-0.100278596,-0.125455438
"1209","Rhabdomys_pumilio","Rodentia","Muridae","Rhabdomys","pumilio",0.69,39.71,-0.100360632,-0.125525759
"1210","Microtus_guentheri","Rodentia","Cricetidae","Microtus","guentheri",0.69,51.3,-0.183774508,-0.197028462
"1211","Chiropodomys_gliroides","Rodentia","Muridae","Chiropodomys","gliroides",0.7,25.3,0.052724192,0.006591479
"1212","Peromyscus_yucatanicus","Rodentia","Cricetidae","Peromyscus","yucatanicus",0.7,26.3,0.040097655,-0.004232038
"1213","Chaetodipus_baileyi","Rodentia","Heteromyidae","Chaetodipus","baileyi",0.7,29.75,-5.11e-05,-0.038647734
"1214","Apodemus_flavicollis","Rodentia","Muridae","Apodemus","flavicollis",0.7,32.3,-0.026838041,-0.061609579
"1215","Microtus_longicaudus","Rodentia","Cricetidae","Microtus","longicaudus",0.7,47.4,-0.151771054,-0.16870265
"1216","Peromyscus_boylii","Rodentia","Cricetidae","Peromyscus","boylii",0.71,27.47,0.03208065,-0.010224578
"1217","Microtus_ochrogaster","Rodentia","Cricetidae","Microtus","ochrogaster",0.71,43.8,-0.119882336,-0.140487847
"1218","Dicrostonyx_groenlandicus","Rodentia","Cricetidae","Dicrostonyx","groenlandicus",0.72,68.4,-0.258996017,-0.258869277
"1219","Microtus_pennsylvanicus","Rodentia","Cricetidae","Microtus","pennsylvanicus",0.74,30.13,0.01994839,-0.018057872
"1220","Microtus_agrestis","Rodentia","Cricetidae","Microtus","agrestis",0.74,32.4,-0.003711236,-0.038338997
"1221","Peromyscus_truei","Rodentia","Cricetidae","Peromyscus","truei",0.75,27.35,0.057309575,0.014800718
"1222","Uranomys_ruddi","Rodentia","Muridae","Uranomys","ruddi",0.77,33.6,0.00170196,-0.031234266
"1223","Liomys_pictus","Rodentia","Heteromyidae","Liomys","pictus",0.77,43.35,-0.081286172,-0.102372019
"1224","Liomys_salvini","Rodentia","Heteromyidae","Liomys","salvini",0.77,44.9,-0.092729206,-0.112181033
"1225","Microtus_californicus","Rodentia","Cricetidae","Microtus","californicus",0.78,43.3,-0.075306387,-0.096445912
"1226","Onychomys_leucogaster","Rodentia","Cricetidae","Onychomys","leucogaster",0.8,27.39,0.084862268,0.042421386
"1227","Saccostomus_campestris","Rodentia","Nesomyidae","Saccostomus","campestris",0.82,49.35,-0.096186974,-0.11124341
"1228","Gerbillurus_paeba","Rodentia","Muridae","Gerbillurus","paeba",0.84,24,0.149087556,0.100501304
"1229","Praomys_morio","Rodentia","Muridae","Praomys","morio",0.84,46.5,-0.066345709,-0.084168938
"1230","Dicrostonyx_torquatus","Rodentia","Cricetidae","Dicrostonyx","torquatus",0.84,73,-0.213249491,-0.210095437
"1231","Lemniscomys_striatus","Rodentia","Muridae","Lemniscomys","striatus",0.85,46.2,-0.059097817,-0.077222096
"1232","Praomys_tullbergi","Rodentia","Muridae","Praomys","tullbergi",0.86,37.2,0.016556634,-0.011645466
"1233","Lemmus_lemmus","Rodentia","Cricetidae","Lemmus","lemmus",0.86,68.9,-0.184202424,-0.18373692
"1234","Gerbillus_pyramidum","Rodentia","Muridae","Gerbillus","pyramidum",0.88,40.9,-0.004344705,-0.028136469
"1235","Microtus_townsendii","Rodentia","Cricetidae","Microtus","townsendii",0.88,45.8,-0.041201672,-0.059730406
"1236","Oryzomys_palustris","Rodentia","Cricetidae","Oryzomys","palustris",0.88,47.1,-0.050318327,-0.067545239
"1237","Rattus_exulans","Rodentia","Muridae","Rattus","exulans",0.89,60.3,-0.125884037,-0.131619714
"1238","Micaelamys_namaquensis","Rodentia","Muridae","Micaelamys","namaquensis",0.89,79.4,-0.215512254,-0.208449374
"1239","Dicrostonyx_richardsoni","Rodentia","Cricetidae","Dicrostonyx","richardsoni",0.8983,52.1,-0.093711553,-0.105074189
"1240","Dipodillus_campestris","Rodentia","Muridae","Dipodillus","campestris",0.9,27.5,0.134709282,0.092454822
"1241","Lemmus_trimucronatus","Rodentia","Cricetidae","Lemmus","trimucronatus",0.9,69.6,0.165712949,0.134940466
"1242","Peromyscus_californicus","Rodentia","Cricetidae","Peromyscus","californicus",0.91,43.53,-0.010085191,-0.030978308
"1243","Peromyscus_aztecus","Rodentia","Cricetidae","Peromyscus","aztecus",0.92,39.73,0.024414094,-0.000727613
"1244","Podomys_floridanus","Rodentia","Cricetidae","Podomys","floridanus",0.94,33.47,0.089601774,0.056485241
"1245","Peromyscus_melanophrys","Rodentia","Cricetidae","Peromyscus","melanophrys",0.94,45,-0.006816714,-0.026165066
"1246","Mus_musculoides","Rodentia","Muridae","Mus","musculoides",0.96,8.23,0.555691264,0.457324624
"1247","Notomys_alexis","Rodentia","Muridae","Notomys","alexis",0.96,37,0.066085344,0.037632504
"1248","Grammomys_cometes","Rodentia","Muridae","Grammomys","cometes",0.96,40.7,0.035040545,0.01102078
"1249","Meriones_hurrianae","Rodentia","Muridae","Meriones","hurrianae",0.97,71.3,-0.143081975,-0.14102389
"1250","Lophuromys_flavopunctatus","Rodentia","Muridae","Lophuromys","flavopunctatus",1.01,60,-0.069328108,-0.075295767
"1251","Peromyscus_mexicanus","Rodentia","Cricetidae","Peromyscus","mexicanus",1.02,46.55,0.017625124,-0.000148118
"1252","Peromyscus_melanocarpus","Rodentia","Cricetidae","Peromyscus","melanocarpus",1.03,58.8,-0.054231754,-0.061139082
"1253","Pseudomys_hermannsburgensis","Rodentia","Muridae","Pseudomys","hermannsburgensis",1.08,13.38,0.448550122,0.372787194
"1254","Nyctomys_sumichrasti","Rodentia","Cricetidae","Nyctomys","sumichrasti",1.08,60,-0.040225727,-0.046193385
"1255","Dipodomys_merriami","Rodentia","Heteromyidae","Dipodomys","merriami",1.1,39.4,0.104735734,0.079206081
"1256","Rattus_niobe","Rodentia","Muridae","Rattus","niobe",1.1,42.1,0.08314613,0.060699388
"1257","Hybomys_trivirgatus","Rodentia","Muridae","Hybomys","trivirgatus",1.1,57.5,-0.018394115,-0.02634131
"1258","Beamys_hindei","Rodentia","Nesomyidae","Beamys","hindei",1.11,89.75,-0.159490115,-0.146728125
"1259","Peromyscus_megalops","Rodentia","Cricetidae","Peromyscus","megalops",1.12,66.2,-0.056461808,-0.057855659
"1260","Pogonomys_sylvestris","Rodentia","Muridae","Pogonomys","sylvestris",1.13,41.2,0.101870613,0.078418769
"1261","Meriones_unguiculatus","Rodentia","Muridae","Meriones","unguiculatus",1.13,57.4,-0.006141388,-0.014169543
"1262","Lophuromys_sikapusi","Rodentia","Muridae","Lophuromys","sikapusi",1.13,60.7,-0.024349154,-0.029777312
"1263","Heteromys_desmarestianus","Rodentia","Heteromyidae","Heteromys","desmarestianus",1.13,74.65,-0.091730615,-0.087536965
"1264","Sigmodon_hispidus","Rodentia","Cricetidae","Sigmodon","hispidus",1.14,132.5,-0.274795475,-0.243914488
"1265","Pseudomys_australis","Rodentia","Muridae","Pseudomys","australis",1.16,50,0.050194988,0.035747174
"1266","Peromyscus_guatemalensis","Rodentia","Cricetidae","Peromyscus","guatemalensis",1.16,52.83,0.032261868,0.020374833
"1267","Cryptomys_hottentotus","Rodentia","Bathyergidae","Cryptomys","hottentotus",1.17,98.4,-0.166597989,-0.149556293
"1268","Malacomys_edwardsi","Rodentia","Muridae","Malacomys","edwardsi",1.18,60,-0.001767475,-0.007735133
"1269","Dipodomys_microps","Rodentia","Heteromyidae","Dipodomys","microps",1.22,62.8,-0.002146083,-0.005992301
"1270","Thomomys_talpoides","Rodentia","Geomyidae","Thomomys","talpoides",1.24,105.65,-0.164518181,-0.144169897
"1271","Aethomys_chrysophilus","Rodentia","Muridae","Aethomys","chrysophilus",1.25,117,-0.194267429,-0.16917295
"1272","Megadontomys_thomasi","Rodentia","Cricetidae","Megadontomys","thomasi",1.26,111,-0.173659577,-0.151013667
"1273","Paramelomys_rubex","Rodentia","Muridae","Paramelomys","rubex",1.27,49.7,0.091500949,0.076773222
"1274","Tscherskia_triton","Rodentia","Cricetidae","Tscherskia","triton",1.29,25,0.322101282,0.275413747
"1275","Melomys_rufescens","Rodentia","Muridae","Melomys","rufescens",1.29,54.7,0.067063448,0.056794313
"1276","Melomys_cervinipes","Rodentia","Muridae","Melomys","cervinipes",1.31,70,-0.006588741,-0.005386529
"1277","Dipodillus_dasyurus","Rodentia","Muridae","Dipodillus","dasyurus",1.32,20.5,0.396725709,0.340807806
"1278","Ototylomys_phyllotis","Rodentia","Cricetidae","Ototylomys","phyllotis",1.33,63,0.034310038,0.030611712
"1279","Arvicanthis_niloticus","Rodentia","Muridae","Arvicanthis","niloticus",1.33,84.5,-0.061327961,-0.051369557
"1280","Dipodomys_agilis","Rodentia","Heteromyidae","Dipodomys","agilis",1.34,61.4,0.045942406,0.041047562
"1281","Otomys_irroratus","Rodentia","Muridae","Otomys","irroratus",1.38,141,-0.212073852,-0.178300871
"1282","Tamias_amoenus","Rodentia","Sciuridae","Tamias","amoenus",1.39,50.8,0.12358147,0.109871959
"1283","Mystromys_albicaudatus","Rodentia","Nesomyidae","Mystromys","albicaudatus",1.39,80,-0.024339596,-0.016926561
"1284","Rattus_tunneyi","Rodentia","Muridae","Rattus","tunneyi",1.41,76.2,-0.002283876,0.00286564
"1285","Holochilus_sciureus","Rodentia","Cricetidae","Holochilus","sciureus",1.41,112.3,-0.128603627,-0.105416147
"1286","Aethomys_hindei","Rodentia","Muridae","Aethomys","hindei",1.42,146.3,-0.211683615,-0.176194365
"1287","Pogonomys_macrourus","Rodentia","Muridae","Pogonomys","macrourus",1.43,73.9,0.01381604,0.017540024
"1288","Heliophobius_argenteocinereus","Rodentia","Bathyergidae","Heliophobius","argenteocinereus",1.43,160,-0.237792933,-0.198140176
"1289","Dipodomys_heermanni","Rodentia","Heteromyidae","Dipodomys","heermanni",1.44,65.65,0.05540013,0.053618236
"1290","Dipodomys_ordii","Rodentia","Heteromyidae","Dipodomys","ordii",1.45,57.1,0.103855025,0.095583137
"1291","Thomomys_bottae","Rodentia","Geomyidae","Thomomys","bottae",1.47,162.95,-0.231762477,-0.191259963
"1292","Rattus_verecundus","Rodentia","Muridae","Rattus","verecundus",1.48,59.4,0.099885867,0.093450747
"1293","Abeomelomys_sevia","Rodentia","Muridae","Abeomelomys","sevia",1.49,61.4,0.092023877,0.087129032
"1294","Jaculus_jaculus","Rodentia","Dipodidae","Jaculus","jaculus",1.53,64.2,0.089003913,0.086183199
"1295","Peromyscus_grandis","Rodentia","Cricetidae","Peromyscus","grandis",1.53,77.32,0.028435743,0.034263926
"1296","Grammomys_poensis","Rodentia","Muridae","Grammomys","poensis",1.55,50.2,0.1747684,0.160506263
"1297","Gerbilliscus_afra","Rodentia","Muridae","Gerbilliscus","afra",1.56,65,0.093403297,0.091158592
"1298","Gerbilliscus_brantsii","Rodentia","Muridae","Gerbilliscus","brantsii",1.56,91.7,-0.018689719,-0.004927982
"1299","Spalacopus_cyanus","Rodentia","Octodontidae","Spalacopus","cyanus",1.58,93,-0.017742482,-0.003325989
"1300","Tamias_minimus","Rodentia","Sciuridae","Tamias","minimus",1.6,45.3,0.222011129,0.202971829
"1301","Spermophilus_canus","Rodentia","Sciuridae","Spermophilus","canus",1.6,154,-0.176559427,-0.138684418
"1302","Maxomys_whiteheadi","Rodentia","Muridae","Maxomys","whiteheadi",1.62,46.3,0.220294003,0.202270292
"1303","Rattus_lutreolus","Rodentia","Muridae","Rattus","lutreolus",1.64,92.7,-0.0005033,0.013762911
"1304","Arvicola_amphibius","Rodentia","Cricetidae","Arvicola","amphibius",1.64,168.3,-0.194758374,-0.152753302
"1305","Cremnomys_cutchicus","Rodentia","Muridae","Cremnomys","cutchicus",1.67,50,0.20845347,0.194005656
"1306","Spermophilus_mollis","Rodentia","Sciuridae","Spermophilus","mollis",1.67,117.1,-0.068739248,-0.043605032
"1307","Spermophilus_tereticaudus","Rodentia","Sciuridae","Spermophilus","tereticaudus",1.68,133.3,-0.108351766,-0.077190795
"1308","Rattus_fuscipes","Rodentia","Muridae","Rattus","fuscipes",1.69,122,-0.076921339,-0.049880464
"1309","Tamias_quadrivittatus","Rodentia","Sciuridae","Tamias","quadrivittatus",1.7,62.3,0.144546729,0.14032871
"1310","Rattus_nitidus","Rodentia","Muridae","Rattus","nitidus",1.7,101,-0.012829714,0.005425004
"1311","Rattus_sordidus","Rodentia","Muridae","Rattus","sordidus",1.7,120.67,-0.070788701,-0.044257668
"1312","Glaucomys_volans","Rodentia","Sciuridae","Glaucomys","volans",1.71,73.1,0.095021442,0.098239167
"1313","Isthmomys_pirrensis","Rodentia","Cricetidae","Isthmomys","pirrensis",1.71,138,-0.111951744,-0.079179062
"1314","Dipodomys_deserti","Rodentia","Heteromyidae","Dipodomys","deserti",1.74,122.45,-0.065458026,-0.038245905
"1315","Spermophilus_washingtoni","Rodentia","Sciuridae","Spermophilus","washingtoni",1.8,186.5,-0.187776064,-0.140994985
"1316","Tamias_panamintinus","Rodentia","Sciuridae","Tamias","panamintinus",1.83,51.2,0.24046305,0.227118341
"1317","Geomys_bursarius","Rodentia","Geomyidae","Geomys","bursarius",1.83,197.25,-0.198851279,-0.14946363
"1318","Tatera_indica","Rodentia","Muridae","Tatera","indica",1.84,139.7,-0.084118058,-0.050775901
"1319","Tamias_speciosus","Rodentia","Sciuridae","Tamias","speciosus",1.86,59.9,0.196406788,0.190361545
"1320","Paramelomys_levipes","Rodentia","Muridae","Paramelomys","levipes",1.86,83.4,0.088601375,0.097950321
"1321","Hylopetes_spadiceus","Rodentia","Sciuridae","Hylopetes","spadiceus",1.87,87.5,0.075298392,0.086879476
"1322","Spalax_ehrenbergi","Rodentia","Spalacidae","Spalax","ehrenbergi",1.88,197,-0.186731427,-0.137402765
"1323","Tachyoryctes_splendens","Rodentia","Spalacidae","Tachyoryctes","splendens",1.88,234,-0.242794166,-0.185459965
"1324","Spermophilus_townsendii","Rodentia","Sciuridae","Spermophilus","townsendii",1.89,149.5,-0.09455787,-0.058062234
"1325","Rattus_morotaiensis","Rodentia","Muridae","Rattus","morotaiensis",1.92,134.1,-0.052308809,-0.02086953
"1326","Dipodomys_spectabilis","Rodentia","Heteromyidae","Dipodomys","spectabilis",1.93,144.55,-0.074494942,-0.039565411
"1327","Pectinator_spekei","Rodentia","Ctenodactylidae","Pectinator","spekei",1.93,180,-0.145936406,-0.100805315
"1328","Tamiops_mcclellandii","Rodentia","Sciuridae","Tamiops","mcclellandii",1.95,39,0.356701402,0.330697132
"1329","Tamias_dorsalis","Rodentia","Sciuridae","Tamias","dorsalis",1.98,62.2,0.211286249,0.206993512
"1330","Tamias_palmeri","Rodentia","Sciuridae","Tamias","palmeri",1.99,60.8,0.220889308,0.215537713
"1331","Spermophilus_mohavensis","Rodentia","Sciuridae","Spermophilus","mohavensis",2.03,154,-0.073183371,-0.035308363
"1332","Funambulus_pennantii","Rodentia","Sciuridae","Funambulus","pennantii",2.1,85.9,0.131687302,0.142410007
"1333","Spermophilus_brunneus","Rodentia","Sciuridae","Spermophilus","brunneus",2.11,116.8,0.033662283,0.058677186
"1334","Tamias_quadrimaculatus","Rodentia","Sciuridae","Tamias","quadrimaculatus",2.16,82.3,0.157866883,0.166598279
"1335","Tamias_striatus","Rodentia","Sciuridae","Tamias","striatus",2.17,94.3,0.115538565,0.130600725
"1336","Neotoma_albigula","Rodentia","Cricetidae","Neotoma","albigula",2.17,223.1,-0.164954923,-0.109839396
"1337","Ammospermophilus_leucurus","Rodentia","Sciuridae","Ammospermophilus","leucurus",2.25,105.85,0.093626626,0.114062876
"1338","Spermophilus_tridecemlineatus","Rodentia","Sciuridae","Spermophilus","tridecemlineatus",2.27,149.8,-0.015646789,0.020942089
"1339","Geomys_breviceps","Rodentia","Geomyidae","Geomys","breviceps",2.29,138.8,0.013004825,0.046046365
"1340","Massoutiera_mzabi","Rodentia","Ctenodactylidae","Massoutiera","mzabi",2.32,182.6,-0.070676974,-0.024878848
"1341","Spermophilus_spilosoma","Rodentia","Sciuridae","Spermophilus","spilosoma",2.37,132.7,0.042556731,0.073507873
"1342","Ammospermophilus_harrisii","Rodentia","Sciuridae","Ammospermophilus","harrisii",2.405,107.15,0.118583167,0.139587178
"1343","Tamias_townsendii","Rodentia","Sciuridae","Tamias","townsendii",2.44,89.4,0.183849448,0.196429699
"1344","Spermophilus_pygmaeus","Rodentia","Sciuridae","Spermophilus","pygmaeus",2.44,235.2,-0.131228299,-0.073656185
"1345","Ammospermophilus_interpres","Rodentia","Sciuridae","Ammospermophilus","interpres",2.5,94.45,0.176501133,0.191637219
"1346","Maxomys_surifer","Rodentia","Muridae","Maxomys","surifer",2.54,146.6,0.040194518,0.075779047
"1347","Ammospermophilus_insularis","Rodentia","Sciuridae","Ammospermophilus","insularis",2.55,101.99,0.160084353,0.178792761
"1348","Spermophilus_suslicus","Rodentia","Sciuridae","Spermophilus","suslicus",2.55,218.2,-0.087640792,-0.033558207
"1349","Spermophilus_musicus","Rodentia","Sciuridae","Spermophilus","musicus",2.62,136,0.078108614,0.110202276
"1350","Ammospermophilus_nelsoni","Rodentia","Sciuridae","Ammospermophilus","nelsoni",2.625,167.25,0.011565597,0.053279578
"1351","Neotoma_cinerea","Rodentia","Cricetidae","Neotoma","cinerea",2.65,331.3,-0.206961367,-0.133454765
"1352","Neotoma_fuscipes","Rodentia","Cricetidae","Neotoma","fuscipes",2.66,193.3,-0.029831804,0.018614973
"1353","Neotoma_micropus","Rodentia","Cricetidae","Neotoma","micropus",2.66,378.3,-0.248537181,-0.168860136
"1354","Spermophilus_madrensis","Rodentia","Sciuridae","Spermophilus","madrensis",2.715,151.5,0.05842154,0.095535286
"1355","Neofiber_alleni","Rodentia","Cricetidae","Neofiber","alleni",2.72,270.5,-0.129597104,-0.065520931
"1356","Galea_musteloides","Rodentia","Caviidae","Galea","musteloides",2.72,375,-0.235996082,-0.156726553
"1357","Spermophilus_dauricus","Rodentia","Sciuridae","Spermophilus","dauricus",2.75,223.8,-0.063102356,-0.007841121
"1358","Spermophilus_elegans","Rodentia","Sciuridae","Spermophilus","elegans",2.76,307.1,-0.164591717,-0.094613098
"1359","Spermophilus_perotensis","Rodentia","Sciuridae","Spermophilus","perotensis",2.79,140,0.095969593,0.129411526
"1360","Paraxerus_cepapi","Rodentia","Sciuridae","Paraxerus","cepapi",2.85,216,-0.036035336,0.017575912
"1361","Spermophilus_alashanicus","Rodentia","Sciuridae","Spermophilus","alashanicus",2.89,200,-0.004914306,0.045117323
"1362","Spermophilus_citellus","Rodentia","Sciuridae","Spermophilus","citellus",2.89,288.5,-0.12425227,-0.057179649
"1363","Spermophilus_beldingi","Rodentia","Sciuridae","Spermophilus","beldingi",2.96,246.9,-0.063139389,-0.003309244
"1364","Spermophilus_adocetus","Rodentia","Sciuridae","Spermophilus","adocetus",3.01,155.52,0.094687912,0.13301975
"1365","Glaucomys_sabrinus","Rodentia","Sciuridae","Glaucomys","sabrinus",3.01,174,0.058115325,0.101669584
"1366","Neotoma_floridana","Rodentia","Cricetidae","Neotoma","floridana",3.04,257.7,-0.065502641,-0.003681187
"1367","Spermophilus_xanthoprymnus","Rodentia","Sciuridae","Spermophilus","xanthoprymnus",3.04,267.9,-0.078146479,-0.014519535
"1368","Spermophilus_lateralis","Rodentia","Sciuridae","Spermophilus","lateralis",3.06,168.85,0.075056483,0.117213308
"1369","Spermophilus_armatus","Rodentia","Sciuridae","Spermophilus","armatus",3.09,371.1,-0.17720124,-0.09841797
"1370","Spermophilus_richardsonii","Rodentia","Sciuridae","Spermophilus","richardsonii",3.18,331.5,-0.127976695,-0.054442024
"1371","Iomys_horsfieldii","Rodentia","Sciuridae","Iomys","horsfieldii",3.38,155.5,0.145080008,0.183405863
"1372","Spermophilus_saturatus","Rodentia","Sciuridae","Spermophilus","saturatus",3.38,242.7,7.41e-05,0.059106261
"1373","Leopoldamys_siporanus","Rodentia","Muridae","Leopoldamys","siporanus",3.39,332.7,-0.101381079,-0.027678342
"1374","Spermophilus_erythrogenys","Rodentia","Sciuridae","Spermophilus","erythrogenys",3.44,351,-0.112463232,-0.036270003
"1375","Spermophilus_relictus","Rodentia","Sciuridae","Spermophilus","relictus",3.49,340.5,-0.096303656,-0.021523051
"1376","Spermophilus_mexicanus","Rodentia","Sciuridae","Spermophilus","mexicanus",3.5,274.5,-0.024879318,0.039879614
"1377","Sundamys_muelleri","Rodentia","Muridae","Sundamys","muelleri",3.5,311.6,-0.066171023,0.004484202
"1378","Pteromyscus_pulverulentus","Rodentia","Sciuridae","Pteromyscus","pulverulentus",3.55,400,-0.141358369,-0.059087019
"1379","Spermophilus_undulatus","Rodentia","Sciuridae","Spermophilus","undulatus",3.73,677.3,-0.291420281,-0.184653352
"1380","Bathyergus_suillus","Rodentia","Bathyergidae","Bathyergus","suillus",3.75,1175,-0.468542089,-0.336151228
"1381","Tamiasciurus_hudsonicus","Rodentia","Sciuridae","Tamiasciurus","hudsonicus",3.83,188.9,0.135985325,0.183361132
