"","Binomial","order","family","genus","species","Mean_brain_mass_g","Mean_body_mass_g","Brain.resid","T_resid"
"518","Miniopterus_tristis","Chiroptera","Vespertilionidae","Miniopterus","tristis",0.333,15.6,-0.112431224,-0.071359321
"519","Choeroniscus_godmani","Chiroptera","Phyllostomidae","Choeroniscus","godmani",0.34,6.1,0.202452346,0.268039904
"520","Scotophilus_kuhlii","Chiroptera","Vespertilionidae","Scotophilus","kuhlii",0.34233,19.6,-0.174779786,-0.139667432
"521","Pteronotus_gymnonotus","Chiroptera","Mormoopidae","Pteronotus","gymnonotus",0.343,13.6,-0.054891659,-0.010237605
"522","Lonchophylla_thomasi","Chiroptera","Phyllostomidae","Lonchophylla","thomasi",0.3435,7.2,0.152897677,0.214156606
"523","Mesophylla_macconnelli","Chiroptera","Phyllostomidae","Mesophylla","macconnelli",0.3445,7.55,0.138699179,0.198718815
"524","Rhinolophus_affinis","Chiroptera","Rhinolophidae","Rhinolophus","affinis",0.3475,13.5,-0.046827093,-0.001980354
"525","Rhinolophus_trifoliatus","Chiroptera","Rhinolophidae","Rhinolophus","trifoliatus",0.351,14.8,-0.072421021,-0.029974656
"526","Lionycteris_spurrelli","Chiroptera","Phyllostomidae","Lionycteris","spurrelli",0.352,7.55,0.148052616,0.208072252
"527","Rhinophylla_pumilio","Chiroptera","Phyllostomidae","Rhinophylla","pumilio",0.356,8.9,0.099377166,0.155101815
"528","Chaerephon_jobensis","Chiroptera","Molossidae","Chaerephon","jobensis",0.36,16.5,-0.096842634,-0.057235157
"529","Hipposideros_calcaratus","Chiroptera","Hipposideridae","Hipposideros","calcaratus",0.369,11.35,0.035748415,0.08512429
"530","Lonchorhina_aurita","Chiroptera","Phyllostomidae","Lonchorhina","aurita",0.377,18,-0.105145466,-0.067809748
"531","Scotomanes_ornatus","Chiroptera","Vespertilionidae","Scotomanes","ornatus",0.384,21.8,-0.159544157,-0.127209263
"532","Chaerephon_plicatus","Chiroptera","Molossidae","Chaerephon","plicatus",0.385,20.5,-0.138387493,-0.1044473
"533","Choeroniscus_minor","Chiroptera","Phyllostomidae","Choeroniscus","minor",0.389,9.6,0.113215623,0.021872845
"534","Nycteris_macrotis","Chiroptera","Nycteridae","Nycteris","macrotis",0.389,14.5,-0.02110819,0.16696353
"535","Macrotus_californicus","Chiroptera","Phyllostomidae","Macrotus","californicus",0.39,13,0.015575631,-0.192995166
"536","Mops_leucostigma","Chiroptera","Molossidae","Mops","leucostigma",0.39,26.79,-0.219948557,0.061407722
"537","Tadarida_aegyptiaca","Chiroptera","Molossidae","Tadarida","aegyptiaca",0.393,17.7,-0.081619786,-0.043845255
"538","Vampyressa_pusilla","Chiroptera","Phyllostomidae","Vampyressa","pusilla",0.394,8.55,0.156491429,0.213263561
"539","Rhinopoma_microphyllum","Chiroptera","Rhinopomatidae","Rhinopoma","microphyllum",0.4035,27.1,-0.208917092,-0.182264084
"540","Rhinolophus_eloquens","Chiroptera","Rhinolophidae","Rhinolophus","eloquens",0.4045,19.05,-0.093035316,-0.057179843
"541","Monophyllus_plethodon","Chiroptera","Phyllostomidae","Monophyllus","plethodon",0.4125,14.9,-0.004497619,0.037772929
"542","Hipposideros_larvatus","Chiroptera","Hipposideridae","Hipposideros","larvatus",0.4165,19.85,-0.093738108,-0.058956668
"543","Cynomops_abrasus","Chiroptera","Molossidae","Cynomops","abrasus",0.418,33.3,-0.260691174,-0.239417187
"544","Mops_condylurus","Chiroptera","Molossidae","Mops","condylurus",0.42225,26.65,-0.183736865,-0.156646676
"545","Anoura_caudifer","Chiroptera","Phyllostomidae","Anoura","caudifer",0.4225,10.5,0.119903917,0.171312163
"546","Lonchophylla_mordax","Chiroptera","Phyllostomidae","Lonchophylla","mordax",0.432,10.7,0.123415035,-0.074439117
"547","Mops_niveiventer","Chiroptera","Molossidae","Mops","niveiventer",0.432,21.7,-0.106894051,0.174330648
"548","Glossophaga_longirostris","Chiroptera","Phyllostomidae","Glossophaga","longirostris",0.435,11.2,0.111544724,0.16126795
"549","Scotophilus_dinganii","Chiroptera","Vespertilionidae","Scotophilus","dinganii",0.4385,24.3,-0.137268444,-0.107768083
"550","Rhinolophus_yunanensis","Chiroptera","Rhinolophidae","Rhinolophus","yunanensis",0.439,23.5,-0.125869612,-0.095495237
"551","Harpiocephalus_harpia","Chiroptera","Vespertilionidae","Harpiocephalus","harpia",0.442,13.5,0.057640368,0.102487107
"552","Artibeus_phaeotis","Chiroptera","Phyllostomidae","Artibeus","phaeotis",0.448,11.8,0.107335337,0.155696057
"553","Carollia_castanea","Chiroptera","Phyllostomidae","Carollia","castanea",0.4485,12.55,0.087748296,0.134500166
"554","Artibeus_cinereus","Chiroptera","Phyllostomidae","Artibeus","cinereus",0.4685,12.4,0.110612011,0.157677817
"555","Taphozous_longimanus","Chiroptera","Emballonuridae","Taphozous","longimanus",0.47,23.2,-0.092051328,-0.061341504
"556","Mops_mops","Chiroptera","Molossidae","Mops","mops",0.4725,30.95,-0.183627738,-0.160442998
"557","Nycteris_javanica","Chiroptera","Nycteridae","Nycteris","javanica",0.475,17.7,0.000681273,0.038455804
"558","Artibeus_glaucus","Chiroptera","Phyllostomidae","Artibeus","glaucus",0.476,12.2,0.122805808,-0.16343523
"559","Nycteris_tragata","Chiroptera","Nycteridae","Nycteris","tragata",0.476,14.4,0.068803315,0.170296156
"560","Scotophilus_heathii","Chiroptera","Vespertilionidae","Scotophilus","heathii",0.476,31.5,-0.186160076,0.111965033
"561","Taphozous_australis","Chiroptera","Emballonuridae","Taphozous","australis",0.5035,22.9,-0.057910295,-0.026860656
"562","Balionycteris_maculata","Chiroptera","Pteropodidae","Balionycteris","maculata",0.51067,14.33,0.100923949,0.144212894
"563","Pteronotus_parnellii","Chiroptera","Mormoopidae","Pteronotus","parnellii",0.5315,19.1,0.024695629,0.060482664
"564","Taphozous_melanopogon","Chiroptera","Emballonuridae","Taphozous","melanopogon",0.536,22.7,-0.027887735,0.00339093
"565","Chiroderma_trinitatum","Chiroptera","Phyllostomidae","Chiroderma","trinitatum",0.537,13.7,0.137402241,0.094730818
"566","Sphaeronycteris_toxophyllum","Chiroptera","Phyllostomidae","Sphaeronycteris","toxophyllum",0.537,17.55,0.056734084,0.181865021
"567","Hipposideros_maggietaylorae","Chiroptera","Hipposideridae","Hipposideros","maggietaylorae",0.5425,20.5,0.01055152,-0.058222751
"568","Taphozous_hildegardeae","Chiroptera","Emballonuridae","Taphozous","hildegardeae",0.5425,27.45,-0.084540721,0.044491713
"569","Artibeus_toltecus","Chiroptera","Phyllostomidae","Artibeus","toltecus",0.544,16.45,0.083442306,0.12312902
"570","Taphozous_mauritianus","Chiroptera","Emballonuridae","Taphozous","mauritianus",0.5505,29,-0.096075041,-0.071191217
"571","Noctilio_albiventris","Chiroptera","Noctilionidae","Noctilio","albiventris",0.5735,35.6,-0.145088557,-0.125558328
"572","Platyrrhinus_brachycephalus","Chiroptera","Phyllostomidae","Platyrrhinus","brachycephalus",0.583,12.9,0.192694833,0.238728538
"573","Anoura_geoffroyi","Chiroptera","Phyllostomidae","Anoura","geoffroyi",0.583,15,0.14356822,0.185664126
"574","Hipposideros_lekaguli","Chiroptera","Hipposideridae","Hipposideros","lekaguli",0.584,30.3,-0.084703122,-0.060964216
"575","Leptonycteris_nivalis","Chiroptera","Phyllostomidae","Leptonycteris","nivalis",0.5855,22.9,0.007617129,0.038666769
"576","Rhinolophus_luctus","Chiroptera","Rhinolophidae","Rhinolophus","luctus",0.5905,33.9,-0.116464206,-0.095656459
"577","Syconycteris_australis","Chiroptera","Pteropodidae","Syconycteris","australis",0.592,15.84,0.13247327,0.173146558
"578","Hipposideros_turpis","Chiroptera","Hipposideridae","Hipposideros","turpis",0.599,34.8,-0.118792023,-0.098668388
"579","Macroglossus_minimus","Chiroptera","Pteropodidae","Macroglossus","minimus",0.607,17.03,0.119745434,0.158527453
"580","Ardops_nichollsi","Chiroptera","Phyllostomidae","Ardops","nichollsi",0.61,15,0.1632295,0.205325407
"581","Chironax_melanocephalus","Chiroptera","Pteropodidae","Chironax","melanocephalus",0.612,17.63,0.112029813,-0.079085551
"582","Eumops_auripendulus","Chiroptera","Molossidae","Eumops","auripendulus",0.612,33.8,-0.099970428,0.149907804
"583","Rhinolophus_hildebrandtii","Chiroptera","Rhinolophidae","Rhinolophus","hildebrandtii",0.63,29.1,-0.038613069,-0.01381912
"584","Artibeus_concolor","Chiroptera","Phyllostomidae","Artibeus","concolor",0.633,19.4,0.095519751,0.130899889
"585","Lavia_frons","Chiroptera","Megadermatidae","Lavia","frons",0.644,23.5,0.040551735,0.07092611
"586","Eumops_glaucinus","Chiroptera","Molossidae","Eumops","glaucinus",0.6565,36.85,-0.097627973,-0.078998757
"587","Megaderma_spasma","Chiroptera","Megadermatidae","Megaderma","spasma",0.667,23.8,0.051659842,0.081703024
"588","Saccolaimus_saccolaimus","Chiroptera","Emballonuridae","Saccolaimus","saccolaimus",0.6705,43,-0.138737606,-0.124138132
"589","Cardioderma_cor","Chiroptera","Megadermatidae","Cardioderma","cor",0.6725,25.5,-0.160404775,-0.115941996
"590","Sturnira_ludovici","Chiroptera","Phyllostomidae","Sturnira","ludovici",0.676,25.9,0.029938346,0.057773839
"591","Megaloglossus_woermanni","Chiroptera","Pteropodidae","Megaloglossus","woermanni",0.6795,18,0.150702645,0.188038363
"592","Taphozous_theobaldi","Chiroptera","Emballonuridae","Taphozous","theobaldi",0.681,39.8,-0.106800007,-0.09018146
"593","Macroglossus_sobrinus","Chiroptera","Pteropodidae","Macroglossus","sobrinus",0.692,21.7,0.097728297,0.130183231
"594","Chiroderma_villosum","Chiroptera","Phyllostomidae","Chiroderma","villosum",0.706,24.8,0.062932543,0.091901139
"595","Scotonycteris_zenkeri","Chiroptera","Pteropodidae","Scotonycteris","zenkeri",0.71,21.35,0.114176991,0.147056467
"596","Hipposideros_diadema","Chiroptera","Hipposideridae","Hipposideros","diadema",0.715,43.6,-0.115343913,-0.10110623
"597","Sturnira_tildae","Chiroptera","Phyllostomidae","Sturnira","tildae",0.7255,24,0.085445686,0.115270383
"598","Paranyctimene_raptor","Chiroptera","Pteropodidae","Paranyctimene","raptor",0.731,26.1,0.061403446,0.089038102
"599","Hipposideros_lankadiva","Chiroptera","Hipposideridae","Hipposideros","lankadiva",0.733,48.5,-0.139237736,-0.127780809
"600","Nycteris_grandis","Chiroptera","Nycteridae","Nycteris","grandis",0.7355,29.4,0.025288272,0.049814436
"601","Platyrrhinus_lineatus","Chiroptera","Phyllostomidae","Platyrrhinus","lineatus",0.741,22.6,0.11420376,0.145597695
"602","Hipposideros_commersoni","Chiroptera","Hipposideridae","Hipposideros","commersoni",0.74475,101.25,-0.372073374,-0.379833246
"603","Otomops_martiensseni","Chiroptera","Molossidae","Otomops","martiensseni",0.7555,41.75,-0.077292849,-0.06192315
"604","Chiroderma_salvini","Chiroptera","Phyllostomidae","Chiroderma","salvini",0.787,24.3,0.116736691,0.146237051
"605","Tonatia_bidens","Chiroptera","Phyllostomidae","Tonatia","bidens",0.788,29.4,0.055231813,0.079757977
"606","Hipposideros_armiger","Chiroptera","Hipposideridae","Hipposideros","armiger",0.8,56,-0.148086871,-0.140384067
"607","Diphylla_ecaudata","Chiroptera","Phyllostomidae","Diphylla","ecaudata",0.8015,31.05,0.044823253,0.067923771
"608","Eumops_perotis","Chiroptera","Molossidae","Eumops","perotis",0.802,47.5,-0.093381183,-0.081380304
"609","Micropteropus_pusillus","Chiroptera","Pteropodidae","Micropteropus","pusillus",0.82,25.2,0.122730002,0.151280848
"610","Megaerops_ecaudatus","Chiroptera","Pteropodidae","Megaerops","ecaudatus",0.82233,24.67,0.130885891,0.159991707
"611","Nyctimene_albiventer","Chiroptera","Pteropodidae","Nyctimene","albiventer",0.825,29.7,0.071852674,0.096113772
"612","Sphaerias_blanfordi","Chiroptera","Pteropodidae","Sphaerias","blanfordi",0.832,29.5,0.077722897,0.102160407
"613","Phyllostomus_elongatus","Chiroptera","Phyllostomidae","Phyllostomus","elongatus",0.885,44.9,-0.032276661,-0.01880607
"614","Megaderma_lyra","Chiroptera","Megadermatidae","Megaderma","lyra",0.8935,35.3,0.050229073,0.069980251
"615","Trachops_cirrhosus","Chiroptera","Phyllostomidae","Trachops","cirrhosus",0.9115,36.45,0.048448972,0.067363144
"616","Vampyrodes_caraccioli","Chiroptera","Phyllostomidae","Vampyrodes","caraccioli",0.947,39.7,0.037222292,0.053906521
"617","Penthetor_lucasi","Chiroptera","Pteropodidae","Penthetor","lucasi",0.9475,35,0.078493756,0.09846777
"618","Megaerops_niphanae","Chiroptera","Pteropodidae","Megaerops","niphanae",0.958,32.6,0.106418092,0.128246762
"619","Nyctimene_vizcaccia","Chiroptera","Pteropodidae","Nyctimene","vizcaccia",0.988,35.4,0.092970035,0.112647355
"620","Melonycteris_woodfordi","Chiroptera","Pteropodidae","Melonycteris","woodfordi",1.0185,35.5,0.105255297,0.124858968
"621","Scotophilus_nigrita","Chiroptera","Vespertilionidae","Scotophilus","nigrita",1.046,101,-0.223746951,-0.231442276
"622","Cynopterus_sphinx","Chiroptera","Pteropodidae","Cynopterus","sphinx",1.061,42.4,0.065155987,0.080122334
"623","Platyrrhinus_infuscus","Chiroptera","Phyllostomidae","Platyrrhinus","infuscus",1.11,50.3,0.029111474,0.039616965
"624","Myonycteris_torquata","Chiroptera","Pteropodidae","Myonycteris","torquata",1.11585,36.4,0.136745233,0.155695243
"625","Platyrrhinus_vittatus","Chiroptera","Phyllostomidae","Platyrrhinus","vittatus",1.175,36.6,0.157392489,0.176199437
"626","Nyctimene_robinsoni","Chiroptera","Pteropodidae","Nyctimene","robinsoni",1.23067,47.03,0.095825065,0.108085571
"627","Eonycteris_spelaea","Chiroptera","Pteropodidae","Eonycteris","spelaea",1.26,54.86,0.055892917,0.064132705
"628","Brachyphylla_cavernarum","Chiroptera","Phyllostomidae","Brachyphylla","cavernarum",1.278,46.75,0.114159346,0.126575758
"629","Melonycteris_melanops","Chiroptera","Pteropodidae","Melonycteris","melanops",1.288,47.45,0.112703359,0.124731736
"630","Phylloderma_stenops","Chiroptera","Phyllostomidae","Phylloderma","stenops",1.338,46.1,0.138645165,0.151427133
"631","Cheiromeles_torquatus","Chiroptera","Molossidae","Cheiromeles","torquatus",1.366,168.5,-0.274538368,-0.295596552
"632","Notopteris_macdonaldi","Chiroptera","Pteropodidae","Notopteris","macdonaldi",1.45275,70.18,0.037494347,0.039304101
"633","Phyllostomus_hastatus","Chiroptera","Phyllostomidae","Phyllostomus","hastatus",1.53175,90,-0.020531252,-0.025215955
"634","Epomophorus_labiatus","Chiroptera","Pteropodidae","Epomophorus","labiatus",1.58867,64.1,0.10585393,0.110029633
"635","Rousettus_amplexicaudatus","Chiroptera","Pteropodidae","Rousettus","amplexicaudatus",1.62725,80.38,0.042556358,0.040823101
"636","Macroderma_gigas","Chiroptera","Megadermatidae","Macroderma","gigas",1.7,120,-0.068975134,-0.081170858
"637","Chrotopterus_auritus","Chiroptera","Phyllostomidae","Chrotopterus","auritus",1.74,87,0.045872651,0.042073076
"638","Lissonycteris_angolensis","Chiroptera","Pteropodidae","Lissonycteris","angolensis",1.762,84.15,0.062178256,0.05924829
"639","Epomophorus_wahlbergi","Chiroptera","Pteropodidae","Epomophorus","wahlbergi",1.96133,81.51,0.119105539,0.117007795
"640","Epomops_franqueti","Chiroptera","Pteropodidae","Epomops","franqueti",2.213,118.25,0.050342475,0.038530307
"641","Dobsonia_inermis","Chiroptera","Pteropodidae","Dobsonia","inermis",2.7,149.5,0.06034409,0.04240954
"642","Vampyrum_spectrum","Chiroptera","Phyllostomidae","Vampyrum","spectrum",2.8685,181,0.02435657,0.00143001
"643","Dobsonia_praedatrix","Chiroptera","Pteropodidae","Dobsonia","praedatrix",2.97488,190.52,0.023474516,-0.000790383
"644","Dobsonia_moluccensis","Chiroptera","Pteropodidae","Dobsonia","moluccensis",4.43,325,0.022450099,-0.015758651
"645","Eidolon_helvum","Chiroptera","Pteropodidae","Eidolon","helvum",4.4325,266.75,0.087029909,0.053977985
"646","Pteropus_temminckii","Chiroptera","Pteropodidae","Pteropus","temminckii",4.89,250,0.150813532,0.119454787
"647","Pteropus_mahaganus","Chiroptera","Pteropodidae","Pteropus","mahaganus",5.28,465,-0.017997972,-0.065559197
"648","Pteropus_hypomelanus","Chiroptera","Pteropodidae","Pteropus","hypomelanus",5.302,390,0.041099615,-0.001869323
"649","Pteropus_scapulatus","Chiroptera","Pteropodidae","Pteropus","scapulatus",5.36,375,0.058599804,0.016654869
"650","Pteropus_samoensis","Chiroptera","Pteropodidae","Pteropus","samoensis",5.792,310,0.154266318,0.117291282
"651","Pteropus_tonganus","Chiroptera","Pteropodidae","Pteropus","tonganus",6.075,428.75,0.069351246,0.023909096
"652","Pteropus_lylei","Chiroptera","Pteropodidae","Pteropus","lylei",6.12967,316.67,0.171940874,0.083474135
"653","Pteropus_macrotis","Chiroptera","Pteropodidae","Pteropus","macrotis",6.12967,366,0.124784818,0.134410037
"654","Pteropus_alecto","Chiroptera","Pteropodidae","Pteropus","alecto",7.03967,595,0.026621659,-0.027376001
"655","Pteropus_poliocephalus","Chiroptera","Pteropodidae","Pteropus","poliocephalus",7.2298,695,-0.012405704,-0.07045937
"656","Pteropus_rufus","Chiroptera","Pteropodidae","Pteropus","rufus",7.25,338.83,0.222810383,0.183513595
"657","Pteropus_giganteus","Chiroptera","Pteropodidae","Pteropus","giganteus",7.78,577,0.080054911,0.026859289
"658","Pteropus_conspicillatus","Chiroptera","Pteropodidae","Pteropus","conspicillatus",8.35,750,0.025346916,-0.034695229
"659","Pteropus_neohibernicus","Chiroptera","Pteropodidae","Pteropus","neohibernicus",9.114,840,0.026455608,-0.036545408
"660","Dasypus_novemcinctus","Cingulata","Dasypodidae","Dasypus","novemcinctus",8.5,2743.5,-0.389357295,NA
"661","Cabassous_unicinctus","Cingulata","Dasypodidae","Cabassous","unicinctus",23.68,3930,-0.061461289,NA
"662","Zaedyus_pichiy","Cingulata","Dasypodidae","Zaedyus","pichiy",7.98,1740,-0.268455178,NA
"663","Tolypeutes_matacus","Cingulata","Dasypodidae","Tolypeutes","matacus",8.86,1200,-0.101997233,NA
"664","Chaetophractus_villosus","Cingulata","Dasypodidae","Chaetophractus","villosus",16.4,2948,-0.127349474,NA
"665","Euphractus_sexcinctus","Cingulata","Dasypodidae","Euphractus","sexcinctus",33.5,7990,-0.141915978,NA
"666","Priodontes_maximus","Cingulata","Dasypodidae","Priodontes","maximus",81,60000,-0.41518516,NA
"667","Planigale_tenuirostris","Dasyuromorphia","Dasyuridae","Planigale","tenuirostris",0.14,6.05,-0.180217666,-0.146162549
"668","Planigale_ingrami","Dasyuromorphia","Dasyuridae","Planigale","ingrami",0.15,4.25,-0.035228551,-0.016852033
"669","Planigale_gilesi","Dasyuromorphia","Dasyuridae","Planigale","gilesi",0.17,9.2,-0.232422375,-0.179758145
"670","Planigale_maculata","Dasyuromorphia","Dasyuridae","Planigale","maculata",0.2,11,-0.22004548,-0.159447732
"671","Ningaui_ridei","Dasyuromorphia","Dasyuridae","Ningaui","ridei",0.24,9,-0.075501001,-0.023812585
"672","Ningaui_yvonnae","Dasyuromorphia","Dasyuridae","Ningaui","yvonnae",0.26,8,-0.00237415,0.044084962
"673","Planigale_novaeguineae","Dasyuromorphia","Dasyuridae","Planigale","novaeguineae",0.27,14.9,-0.188557808,-0.114486848
"674","Sminthopsis_virginiae","Dasyuromorphia","Dasyuridae","Sminthopsis","virginiae",0.34,46,-0.455624705,-0.331505015
"675","Sminthopsis_bindi","Dasyuromorphia","Dasyuridae","Sminthopsis","bindi",0.35,13,-0.031420932,0.036593646
"676","Sminthopsis_douglasi","Dasyuromorphia","Dasyuridae","Sminthopsis","douglasi",0.35,55,-0.501239757,-0.369186548
"677","Sminthopsis_crassicaudata","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata",0.36,15,-0.065797834,0.008570102
"678","Sminthopsis_macroura","Dasyuromorphia","Dasyuridae","Sminthopsis","macroura",0.4,20,-0.113745258,-0.026604878
"679","Sminthopsis_hirtipes","Dasyuromorphia","Dasyuridae","Sminthopsis","hirtipes",0.41,19,-0.086313943,-0.001450871
"680","Sminthopsis_leucopus","Dasyuromorphia","Dasyuridae","Sminthopsis","leucopus",0.41,22.5,-0.141386138,-0.049016453
"681","Pseudantechinus_roryi","Dasyuromorphia","Dasyuridae","Pseudantechinus","roryi",0.42,23.5,-0.145084842,-0.050784516
"682","Sminthopsis_murina","Dasyuromorphia","Dasyuridae","Sminthopsis","murina",0.44,17,-0.01941628,0.060508621
"683","Antechinomys_laniger","Dasyuromorphia","Dasyuridae","Antechinomys","laniger",0.47,25,-0.11639057,-0.019343113
"684","Sminthopsis_griseoventer","Dasyuromorphia","Dasyuridae","Sminthopsis","griseoventer",0.49,17.5,0.017885191,0.099097074
"685","Pseudantechinus_macdonnellensis","Dasyuromorphia","Dasyuridae","Pseudantechinus","macdonnellensis",0.49,32.5,-0.183750648,-0.075054802
"686","Dasykaluta_rosamondae","Dasyuromorphia","Dasyuridae","Dasykaluta","rosamondae",0.54,35,-0.165691703,-0.053705628
"687","Antechinus_agilis","Dasyuromorphia","Dasyuridae","Antechinus","agilis",0.56,24,-0.027003703,0.068231348
"688","Antechinus_bellus","Dasyuromorphia","Dasyuridae","Antechinus","bellus",0.63,45,-0.180604018,-0.057460142
"689","Antechinus_flavipes","Dasyuromorphia","Dasyuridae","Antechinus","flavipes",0.64,45,-0.173764594,-0.050620718
"690","Pseudantechinus_bilarni","Dasyuromorphia","Dasyuridae","Pseudantechinus","bilarni",0.65,27.5,-0.006619871,0.094659146
"691","Murexechinus_melanurus","Dasyuromorphia","Dasyuridae","Murexechinus","melanurus",0.65,31,-0.04564198,0.060955943
"692","Antechinus_subtropicus","Dasyuromorphia","Dasyuridae","Antechinus","subtropicus",0.72,28.5,0.026165037,0.129029857
"693","Antechinus_minimus","Dasyuromorphia","Dasyuridae","Antechinus","minimus",0.74,53.5,-0.167069318,-0.036243776
"694","Antechinus_leo","Dasyuromorphia","Dasyuridae","Antechinus","leo",0.75,74,-0.266899199,-0.121671755
"695","Antechinus_stuartii","Dasyuromorphia","Dasyuridae","Antechinus","stuartii",0.76,27.5,0.061280365,0.162559381
"696","Phascomurexia_naso","Dasyuromorphia","Dasyuridae","Phascomurexia","naso",0.77,48.5,-0.117850986,0.008618342
"697","Phascogale_calura","Dasyuromorphia","Dasyuridae","Phascogale","calura",0.91,51.5,-0.064849616,0.064284377
"698","Antechinus_swainsonii","Dasyuromorphia","Dasyuridae","Antechinus","swainsonii",1.09,53,0.004183923,0.134592581
"699","Paramurexia_rothschildi","Dasyuromorphia","Dasyuridae","Paramurexia","rothschildi",1.09,62,-0.052460183,0.083456136
"700","Phascolosorex_dorsalis","Dasyuromorphia","Dasyuridae","Phascolosorex","dorsalis",1.11,47.5,0.047767427,0.173311767
"701","Parantechinus_apicalis","Dasyuromorphia","Dasyuridae","Parantechinus","apicalis",1.2,69,-0.039992035,0.102129403
"702","Dasycercus_cristicauda","Dasyuromorphia","Dasyuridae","Dasycercus","cristicauda",1.24,90,-0.112297456,0.041620611
"703","Dasyuroides_byrnei","Dasyuromorphia","Dasyuridae","Dasyuroides","byrnei",1.5,110,-0.094991115,0.067836284
"704","Murexia_longicaudata","Dasyuromorphia","Dasyuridae","Murexia","longicaudata",1.68,78,0.066201499,0.213766208
"705","Phascogale_tapoatafa","Dasyuromorphia","Dasyuridae","Phascogale","tapoatafa",1.81,193.5,-0.197371705,-0.009468569
"706","Myoictis_melas","Dasyuromorphia","Dasyuridae","Myoictis","melas",2.05,91,0.102435524,0.25684418
"707","Neophascogale_lorentzi","Dasyuromorphia","Dasyuridae","Neophascogale","lorentzi",2.45,212,-0.095625638,0.096331404
"708","Dasyurus_hallucatus","Dasyuromorphia","Dasyuridae","Dasyurus","hallucatus",3.38,525,-0.251245321,-0.019027846
"709","Dasyurus_albopunctatus","Dasyuromorphia","Dasyuridae","Dasyurus","albopunctatus",3.79,627,-0.259354521,-0.019254298
"710","Myrmecobius_fasciatus","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus",4.25,471.5,-0.116764564,0.110681075
"711","Dasyurus_geoffroii","Dasyuromorphia","Dasyuridae","Dasyurus","geoffroii",5.17,1100,-0.30759873,-0.042541679
"712","Dasyurus_viverrinus","Dasyuromorphia","Dasyuridae","Dasyurus","viverrinus",5.33,1090,-0.291387396,-0.026735807
"713","Dasyurus_maculatus","Dasyuromorphia","Dasyuridae","Dasyurus","maculatus",9.41,5500,-0.571731975,-0.235219464
"714","Sarcophilus_harrisii","Dasyuromorphia","Dasyuridae","Sarcophilus","harrisii",16.09,8000,-0.46081215,-0.107664084
"715","Thylacinus_cynocephalus","Dasyuromorphia","Thylacinidae","Thylacinus","cynocephalus",51.19,29500,-0.383235996,0.027848888
"716","Dasyurus_spartacus","Dasyuromorphia","Dasyuridae","Dasyurus","spartacus",5.3,487,-0.031413169,0.197468517
"717","Marmosa_robinsoni","Didelphimorphia","Didelphidae","Marmosa","robinsoni",0.7,60,-0.228551442,-0.21525351
"718","Thylamys_elegans","Didelphimorphia","Didelphidae","Thylamys","elegans",0.71,25,0.062769921,0.004589747
"719","Monodelphis_brevicaudata","Didelphimorphia","Didelphidae","Monodelphis","brevicaudata",0.9,70,-0.169617527,-0.143733881
"720","Marmosa_mexicana","Didelphimorphia","Didelphidae","Marmosa","mexicana",1,49.5,-0.010989367,-0.013397739
"721","Marmosa_murina","Didelphimorphia","Didelphidae","Marmosa","murina",1.1,45,0.061448117,0.051258096
"722","Marmosa_rubra","Didelphimorphia","Didelphidae","Marmosa","rubra",1.2,61,0.000147776,0.014795252
"723","Caluromys_derbianus","Didelphimorphia","Didelphidae","Caluromys","derbianus",3.4,318,-0.085382464,0.06407627
"724","Caluromys_philander","Didelphimorphia","Didelphidae","Caluromys","philander",3.5,188.5,0.097545054,0.204306984
"725","Metachirus_nudicaudatus","Didelphimorphia","Didelphidae","Metachirus","nudicaudatus",3.5,300,-0.053813763,0.090887575
"726","Philander_opossum","Didelphimorphia","Didelphidae","Philander","opossum",3.83,450,-0.146752693,0.031053058
"727","Didelphis_marsupialis","Didelphimorphia","Didelphidae","Didelphis","marsupialis",6.35,1620,-0.344408455,-0.062020186
"728","Didelphis_virginiana","Didelphimorphia","Didelphidae","Didelphis","virginiana",6.72,1900,-0.371742325,-0.076337494
"729","Thylamys_pallidior","Didelphimorphia","Didelphidae","Thylamys","pallidior",0.72,20.7,0.130321881,0.056731758
"730","Caluromys_lanatus","Didelphimorphia","Didelphidae","Caluromys","lanatus",3.1,384,-0.186928331,-0.022071971
"731","Lutreolina_crassicaudata","Didelphimorphia","Didelphidae","Lutreolina","crassicaudata",3.41,504,-0.234110944,-0.047052414
"732","Chironectes_minimus","Didelphimorphia","Didelphidae","Chironectes","minimus",5.54,764,-0.158853922,0.062168456
"733","Cercartetus_concinnus","Diprotodontia","Burramyidae","Cercartetus","concinnus",0.3,13,-0.098367722,-0.149443197
"734","Acrobates_pygmaeus","Diprotodontia","Acrobatidae","Acrobates","pygmaeus",0.35,12,-0.005349112,-0.060618402
"735","Cercartetus_lepidus","Diprotodontia","Burramyidae","Cercartetus","lepidus",0.36,7,0.182449363,0.09893951
"736","Tarsipes_rostratus","Diprotodontia","Tarsipedidae","Tarsipes","rostratus",0.36,9,0.100590258,0.030247951
"737","Cercartetus_nanus","Diprotodontia","Burramyidae","Cercartetus","nanus",0.43,24,-0.141723275,-0.160675321
"738","Cercartetus_caudatus","Diprotodontia","Burramyidae","Cercartetus","caudatus",0.71,30,0.00338344,-0.003877065
